sample,total_count,population,count,percentage
sample05767,103171,b_cell,13775,13.351620125810548
sample05767,103171,cd8_t_cell,19142,18.55366333562726
sample05767,103171,cd4_t_cell,24237,23.49206656909403
sample05767,103171,nk_cell,27644,26.794351125800855
sample05767,103171,monocyte,18373,17.80829884366731
sample05768,104544,b_cell,19239,18.40277777777778
sample05768,104544,cd8_t_cell,23643,22.615358126721762
sample05768,104544,cd4_t_cell,27773,26.565847872666055
sample05768,104544,nk_cell,16497,15.77995867768595
sample05768,104544,monocyte,17392,16.636057545148454
sample05769,97366,b_cell,14073,14.45371074091572
sample05769,97366,cd8_t_cell,25781,26.47844216667009
sample05769,97366,cd4_t_cell,22314,22.91765092537436
sample05769,97366,nk_cell,10351,10.631021095659676
sample05769,97366,monocyte,24847,25.519175071380154
sample05770,109230,b_cell,16847,15.423418474777991
sample05770,109230,cd8_t_cell,19737,18.069211755012358
sample05770,109230,cd4_t_cell,31342,28.69358234917147
sample05770,109230,nk_cell,12539,11.479447038359424
sample05770,109230,monocyte,28765,26.33434038267875
sample05771,109190,b_cell,7446,6.819305797234179
sample05771,109190,cd8_t_cell,24285,22.241047714992217
sample05771,109190,cd4_t_cell,42087,38.54473852916934
sample05771,109190,nk_cell,11986,10.977195713893213
sample05771,109190,monocyte,23386,21.417712244711055
sample05772,90468,b_cell,6687,7.391563867886988
sample05772,90468,cd8_t_cell,18481,20.428217712340274
sample05772,90468,cd4_t_cell,27159,30.0205597559358
sample05772,90468,nk_cell,18976,20.975372507405933
sample05772,90468,monocyte,19165,21.184286156431003
sample05773,106745,b_cell,12536,11.743875591362594
sample05773,106745,cd8_t_cell,23831,22.325167455150122
sample05773,106745,cd4_t_cell,31635,29.636048526863085
sample05773,106745,nk_cell,19389,18.16384842381376
sample05773,106745,monocyte,19354,18.131060002810436
sample05774,105068,b_cell,16229,15.446187231126508
sample05774,105068,cd8_t_cell,21502,20.464841816728214
sample05774,105068,cd4_t_cell,29460,28.038984276849277
sample05774,105068,nk_cell,17385,16.54642707579853
sample05774,105068,monocyte,20492,19.503559599497468
sample05775,92453,b_cell,8319,8.998085513720484
sample05775,92453,cd8_t_cell,25274,27.337133462407927
sample05775,92453,cd4_t_cell,26333,28.482580338117746
sample05775,92453,nk_cell,9751,10.546980627994765
sample05775,92453,monocyte,22776,24.635220057759078
sample05776,93239,b_cell,7251,7.7767886828473065
sample05776,93239,cd8_t_cell,24355,26.121043769238195
sample05776,93239,cd4_t_cell,27481,29.47371807934448
sample05776,93239,nk_cell,15129,16.226042750351247
sample05776,93239,monocyte,19023,20.40240671821877
sample05777,105837,b_cell,10215,9.651634116613282
sample05777,105837,cd8_t_cell,23188,21.90916220225441
sample05777,105837,cd4_t_cell,27394,25.883197747479613
sample05777,105837,nk_cell,27039,25.5477762975141
sample05777,105837,monocyte,18001,17.00822963613859
sample05778,105106,b_cell,8081,7.688428824234582
sample05778,105106,cd8_t_cell,28737,27.34097006831199
sample05778,105106,cd4_t_cell,31658,30.120069263410272
sample05778,105106,nk_cell,16562,15.757425836774305
sample05778,105106,monocyte,20068,19.09310600726885
sample05779,87612,b_cell,7880,8.99420170752865
sample05779,87612,cd8_t_cell,21965,25.07076656165822
sample05779,87612,cd4_t_cell,35048,40.00365246769849
sample05779,87612,nk_cell,11816,13.486736976669862
sample05779,87612,monocyte,10903,12.444642286444779
sample05780,99473,b_cell,5930,5.961416665828918
sample05780,99473,cd8_t_cell,23286,23.40936736601892
sample05780,99473,cd4_t_cell,33311,33.48747901440592
sample05780,99473,nk_cell,21568,21.6822655393926
sample05780,99473,monocyte,15378,15.459471414353644
sample05781,101415,b_cell,7469,7.364788246314648
sample05781,101415,cd8_t_cell,26485,26.115466153922004
sample05781,101415,cd4_t_cell,33526,33.05822610067544
sample05781,101415,nk_cell,10436,10.290390967805552
sample05781,101415,monocyte,23499,23.171128531282356
sample05782,100141,b_cell,8771,8.758650303072667
sample05782,100141,cd8_t_cell,20097,20.06870312858869
sample05782,100141,cd4_t_cell,29708,29.666170699313966
sample05782,100141,nk_cell,17800,17.774937338352924
sample05782,100141,monocyte,23765,23.731538530671752
sample05783,92250,b_cell,10451,11.3289972899729
sample05783,92250,cd8_t_cell,22931,24.857452574525745
sample05783,92250,cd4_t_cell,31840,34.51490514905149
sample05783,92250,nk_cell,7579,8.215718157181572
sample05783,92250,monocyte,19449,21.082926829268292
sample05784,101302,b_cell,11642,11.492369351049337
sample05784,101302,cd8_t_cell,22938,22.64318572190085
sample05784,101302,cd4_t_cell,30980,30.581824643146238
sample05784,101302,nk_cell,18805,18.56330575901759
sample05784,101302,monocyte,16937,16.719314524885984
sample05785,91254,b_cell,8455,9.26534727244833
sample05785,91254,cd8_t_cell,23738,26.013106274793433
sample05785,91254,cd4_t_cell,25572,28.02288118876981
sample05785,91254,nk_cell,16534,18.118657812260285
sample05785,91254,monocyte,16955,18.580007451728143
sample05786,98430,b_cell,13068,13.276440109722646
sample05786,98430,cd8_t_cell,24498,24.888753428832672
sample05786,98430,cd4_t_cell,27259,27.693792542923905
sample05786,98430,nk_cell,14720,14.954790206237936
sample05786,98430,monocyte,18885,19.18622371228284
sample05787,96592,b_cell,3770,3.9030147424217327
sample05787,96592,cd8_t_cell,23009,23.820813317873117
sample05787,96592,cd4_t_cell,37421,38.74130362762962
sample05787,96592,nk_cell,13686,14.16887526917343
sample05787,96592,monocyte,18706,19.365993042902105
sample05788,97578,b_cell,10941,11.212568406813011
sample05788,97578,cd8_t_cell,22091,22.639324437885588
sample05788,97578,cd4_t_cell,30722,31.4845559449876
sample05788,97578,nk_cell,8859,9.078890733566993
sample05788,97578,monocyte,24965,25.58466047674681
sample05789,101071,b_cell,10328,10.218559230639848
sample05789,101071,cd8_t_cell,30143,29.823589357976076
sample05789,101071,cd4_t_cell,32891,32.54247014474973
sample05789,101071,nk_cell,12814,12.678216303390686
sample05789,101071,monocyte,14895,14.73716496324366
sample05790,95889,b_cell,8093,8.43996704522938
sample05790,95889,cd8_t_cell,17651,18.40774228535077
sample05790,95889,cd4_t_cell,29495,30.759524032996485
sample05790,95889,nk_cell,15964,16.648416398127
sample05790,95889,monocyte,24686,25.744350238296363
sample05791,91544,b_cell,7591,8.292187363453639
sample05791,91544,cd8_t_cell,23402,25.563663374989076
sample05791,91544,cd4_t_cell,33748,36.86533251769641
sample05791,91544,nk_cell,13838,15.116228261819453
sample05791,91544,monocyte,12965,14.162588482041423
sample05792,100320,b_cell,15560,15.5103668261563
sample05792,100320,cd8_t_cell,25386,25.305023923444978
sample05792,100320,cd4_t_cell,26916,26.830143540669855
sample05792,100320,nk_cell,14438,14.391945773524721
sample05792,100320,monocyte,18020,17.962519936204146
sample05793,92992,b_cell,10641,11.442919821059876
sample05793,92992,cd8_t_cell,20659,22.215889538885065
sample05793,92992,cd4_t_cell,28007,30.1176445285616
sample05793,92992,nk_cell,19864,21.360977288368893
sample05793,92992,monocyte,13821,14.86256882312457
sample05794,107045,b_cell,10369,9.686580410107899
sample05794,107045,cd8_t_cell,19325,18.053155215096456
sample05794,107045,cd4_t_cell,45314,42.33172964641039
sample05794,107045,nk_cell,10474,9.78466999859872
sample05794,107045,monocyte,21563,20.14386472978654
sample05795,99476,b_cell,10756,10.812658329647352
sample05795,99476,cd8_t_cell,18458,18.55522940206683
sample05795,99476,cd4_t_cell,38684,38.88777192488641
sample05795,99476,nk_cell,17029,17.118701998471995
sample05795,99476,monocyte,14549,14.62563834492742
sample05796,97895,b_cell,6299,6.434445068696052
sample05796,97895,cd8_t_cell,21452,21.91327442668165
sample05796,97895,cd4_t_cell,35478,36.24087032024107
sample05796,97895,nk_cell,17405,17.7792532815772
sample05796,97895,monocyte,17261,17.632156902804024
sample05797,99740,b_cell,12239,12.270904351313416
sample05797,99740,cd8_t_cell,21082,21.13695608582314
sample05797,99740,cd4_t_cell,32449,32.533587327050334
sample05797,99740,nk_cell,16067,16.10888309604973
sample05797,99740,monocyte,17903,17.949669139763383
sample05798,103672,b_cell,12208,11.77559996913342
sample05798,103672,cd8_t_cell,22416,21.62203873755691
sample05798,103672,cd4_t_cell,44298,42.72899143452427
sample05798,103672,nk_cell,9693,9.349679759240683
sample05798,103672,monocyte,15057,14.523690099544718
sample05799,95105,b_cell,7179,7.548499027390779
sample05799,95105,cd8_t_cell,23318,24.518164134377795
sample05799,95105,cd4_t_cell,33368,35.08543189106777
sample05799,95105,nk_cell,9924,10.434782608695652
sample05799,95105,monocyte,21316,22.41312233846801
sample05800,108571,b_cell,10960,10.094776689907986
sample05800,108571,cd8_t_cell,25853,23.812067679214522
sample05800,108571,cd4_t_cell,26982,24.851940205027127
sample05800,108571,nk_cell,26347,24.267069475274244
sample05800,108571,monocyte,18429,16.97414595057612
sample05801,95192,b_cell,9242,9.708799058744432
sample05801,95192,cd8_t_cell,20447,21.479746197159425
sample05801,95192,cd4_t_cell,22848,24.00201697621649
sample05801,95192,nk_cell,15053,15.813303638961257
sample05801,95192,monocyte,27602,28.996134128918396
sample05802,110006,b_cell,16904,15.366434558115012
sample05802,110006,cd8_t_cell,27471,24.97227423958693
sample05802,110006,cd4_t_cell,25618,23.287820664327402
sample05802,110006,nk_cell,10900,9.908550442703126
sample05802,110006,monocyte,29113,26.46492009526753
sample05803,103739,b_cell,4589,4.423601538476369
sample05803,103739,cd8_t_cell,32639,31.462612903536762
sample05803,103739,cd4_t_cell,32099,30.942075786348433
sample05803,103739,nk_cell,10455,10.078176963340692
sample05803,103739,monocyte,23957,23.09353280829775
sample05804,96404,b_cell,12733,13.207958176009294
sample05804,96404,cd8_t_cell,20889,21.66818804198996
sample05804,96404,cd4_t_cell,25948,26.91589560599145
sample05804,96404,nk_cell,17954,18.623708559810797
sample05804,96404,monocyte,18880,19.5842496161985
sample05805,101688,b_cell,7318,7.196522696876721
sample05805,101688,cd8_t_cell,25624,25.198646841318542
sample05805,101688,cd4_t_cell,25393,24.97148139406813
sample05805,101688,nk_cell,14883,14.635945244276611
sample05805,101688,monocyte,28470,27.997403823459994
sample05806,101258,b_cell,9779,9.657508542534911
sample05806,101258,cd8_t_cell,25450,25.13381658733137
sample05806,101258,cd4_t_cell,25043,24.731873037192123
sample05806,101258,nk_cell,15501,15.308420075450828
sample05806,101258,monocyte,25485,25.168381757490767
sample05807,106799,b_cell,9730,9.11057219636888
sample05807,106799,cd8_t_cell,19692,18.438374891150666
sample05807,106799,cd4_t_cell,40122,37.56776748845963
sample05807,106799,nk_cell,15456,14.472045618404668
sample05807,106799,monocyte,21799,20.41123980561616
sample05808,93246,b_cell,6904,7.404070952105184
sample05808,93246,cd8_t_cell,22085,23.684662076657442
sample05808,93246,cd4_t_cell,29261,31.380434549471293
sample05808,93246,nk_cell,17410,18.671042189477298
sample05808,93246,monocyte,17586,18.859790232288784
sample05809,91868,b_cell,15411,16.77515565811817
sample05809,91868,cd8_t_cell,16109,17.53494143771498
sample05809,91868,cd4_t_cell,26048,28.353724909652982
sample05809,91868,nk_cell,12793,13.925414725475683
sample05809,91868,monocyte,21507,23.410763269038185
sample05810,94859,b_cell,9557,10.074953351816907
sample05810,94859,cd8_t_cell,25037,26.393910962586578
sample05810,94859,cd4_t_cell,32852,34.63245448507785
sample05810,94859,nk_cell,10470,11.03743450805933
sample05810,94859,monocyte,16943,17.861246692459336
sample05811,108225,b_cell,12059,11.142527142527143
sample05811,108225,cd8_t_cell,27708,25.602217602217603
sample05811,108225,cd4_t_cell,30950,28.5978285978286
sample05811,108225,nk_cell,17232,15.922383922383922
sample05811,108225,monocyte,20276,18.735042735042736
sample05812,102427,b_cell,12233,11.94313999238482
sample05812,102427,cd8_t_cell,33242,32.45433333007898
sample05812,102427,cd4_t_cell,28412,27.738779813916253
sample05812,102427,nk_cell,12211,11.921661280716998
sample05812,102427,monocyte,16329,15.942085582902946
sample05813,95670,b_cell,8706,9.100031357792412
sample05813,95670,cd8_t_cell,25484,26.637399393749348
sample05813,95670,cd4_t_cell,28843,30.148426884080695
sample05813,95670,nk_cell,13505,14.116232883871643
sample05813,95670,monocyte,19132,19.997909480505907
sample05814,101787,b_cell,12994,12.765873834576125
sample05814,101787,cd8_t_cell,19237,18.899270044308214
sample05814,101787,cd4_t_cell,28596,28.0939609183884
sample05814,101787,nk_cell,18239,17.91879120123395
sample05814,101787,monocyte,22721,22.322104001493315
sample05815,92836,b_cell,7509,8.088457064069972
sample05815,92836,cd8_t_cell,22426,24.156577189883237
sample05815,92836,cd4_t_cell,28176,30.350295144125123
sample05815,92836,nk_cell,16647,17.931621353785168
sample05815,92836,monocyte,18078,19.473049248136498
sample05816,99843,b_cell,13461,13.482167002193444
sample05816,99843,cd8_t_cell,26483,26.52464369059423
sample05816,99843,cd4_t_cell,30856,30.904520096551586
sample05816,99843,nk_cell,11602,11.6202437827389
sample05816,99843,monocyte,17441,17.468425427921837
sample05817,107959,b_cell,15830,14.6629739067609
sample05817,107959,cd8_t_cell,22651,20.981113200381625
sample05817,107959,cd4_t_cell,26314,24.374067933196862
sample05817,107959,nk_cell,22741,21.06447818153188
sample05817,107959,monocyte,20423,18.917366778128734
sample05818,93709,b_cell,10856,11.584799752425061
sample05818,93709,cd8_t_cell,15616,16.66435454438741
sample05818,93709,cd4_t_cell,33300,35.535540876543344
sample05818,93709,nk_cell,9390,10.02038224716943
sample05818,93709,monocyte,24547,26.194922579474756
sample05819,99405,b_cell,10241,10.302298677128917
sample05819,99405,cd8_t_cell,22890,23.027010713746794
sample05819,99405,cd4_t_cell,29845,30.023640661938533
sample05819,99405,nk_cell,12872,12.949046828630351
sample05819,99405,monocyte,23557,23.698003118555405
sample05820,92544,b_cell,11122,12.018067081604427
sample05820,92544,cd8_t_cell,17337,18.733791493775932
sample05820,92544,cd4_t_cell,25503,27.557702282157678
sample05820,92544,nk_cell,12833,13.8669173582296
sample05820,92544,monocyte,25749,27.823521784232366
sample05821,101386,b_cell,8930,8.80792219833113
sample05821,101386,cd8_t_cell,23566,23.243840372438008
sample05821,101386,cd4_t_cell,39751,39.20758290099225
sample05821,101386,nk_cell,17528,17.28838301146115
sample05821,101386,monocyte,11611,11.452271516777465
sample05822,104997,b_cell,7510,7.152585311961294
sample05822,104997,cd8_t_cell,24695,23.519719611036507
sample05822,104997,cd4_t_cell,32065,30.53896778003181
sample05822,104997,nk_cell,15272,14.54517748126137
sample05822,104997,monocyte,25455,24.24354981570902
sample05823,94088,b_cell,7939,8.437845421307712
sample05823,94088,cd8_t_cell,28362,30.144120397925345
sample05823,94088,cd4_t_cell,28278,30.054842275316723
sample05823,94088,nk_cell,12285,13.056925431510926
sample05823,94088,monocyte,17224,18.306266473939292
sample05824,109586,b_cell,10365,9.458324968517877
sample05824,109586,cd8_t_cell,23849,21.762816418155605
sample05824,109586,cd4_t_cell,36149,32.98687788586133
sample05824,109586,nk_cell,17125,15.626996149143139
sample05824,109586,monocyte,22098,20.16498457832205
sample05825,107427,b_cell,17883,16.646653076042337
sample05825,107427,cd8_t_cell,26682,24.837331397134797
sample05825,107427,cd4_t_cell,19337,18.000130321055227
sample05825,107427,nk_cell,16666,15.513790760237184
sample05825,107427,monocyte,26859,25.002094445530453
sample05826,102901,b_cell,14093,13.695688088551131
sample05826,102901,cd8_t_cell,23032,22.38267849680761
sample05826,102901,cd4_t_cell,32019,31.11631568206334
sample05826,102901,nk_cell,14817,14.399276974956512
sample05826,102901,monocyte,18940,18.406040757621405
sample05827,97793,b_cell,8497,8.68876095426053
sample05827,97793,cd8_t_cell,23261,23.78595605002403
sample05827,97793,cd4_t_cell,34101,34.8705940097962
sample05827,97793,nk_cell,15546,15.89684333234485
sample05827,97793,monocyte,16388,16.757845653574385
sample05828,102858,b_cell,12694,12.341286044838515
sample05828,102858,cd8_t_cell,16361,15.90639522448424
sample05828,102858,cd4_t_cell,46260,44.97462521145657
sample05828,102858,nk_cell,9206,8.950203192751172
sample05828,102858,monocyte,18337,17.8274903264695
sample05829,99121,b_cell,12535,12.646159744151088
sample05829,99121,cd8_t_cell,28963,29.219842414826324
sample05829,99121,cd4_t_cell,22087,22.28286639561748
sample05829,99121,nk_cell,8805,8.883082293358623
sample05829,99121,monocyte,26731,26.96804915204649
sample05830,109803,b_cell,9732,8.863145815688096
sample05830,109803,cd8_t_cell,30418,27.702339644636304
sample05830,109803,cd4_t_cell,38475,35.04002622879156
sample05830,109803,nk_cell,12835,11.689115962223255
sample05830,109803,monocyte,18343,16.705372348660784
sample05831,94963,b_cell,5239,5.516885523835599
sample05831,94963,cd8_t_cell,26838,28.261533439339534
sample05831,94963,cd4_t_cell,30312,31.919800343291598
sample05831,94963,nk_cell,18543,19.526552446742414
sample05831,94963,monocyte,14031,14.775228246790855
sample05832,93239,b_cell,5672,6.083291326590804
sample05832,93239,cd8_t_cell,25830,27.70299981767286
sample05832,93239,cd4_t_cell,30185,32.37379208271217
sample05832,93239,nk_cell,7576,8.12535526979054
sample05832,93239,monocyte,23976,25.714561503233625
sample05833,100713,b_cell,8562,8.501385124065413
sample05833,100713,cd8_t_cell,32091,31.86381102737482
sample05833,100713,cd4_t_cell,34280,34.037313951525626
sample05833,100713,nk_cell,14821,14.716074389602136
sample05833,100713,monocyte,10959,10.88141550743201
sample05834,101317,b_cell,10785,10.644807880217535
sample05834,101317,cd8_t_cell,24841,24.518096666896966
sample05834,101317,cd4_t_cell,29207,28.827343881086097
sample05834,101317,nk_cell,17031,16.80961733963698
sample05834,101317,monocyte,19453,19.20013423216242
sample05835,94519,b_cell,11074,11.716162887884975
sample05835,94519,cd8_t_cell,22682,23.99729154984712
sample05835,94519,cd4_t_cell,26534,28.072662639257715
sample05835,94519,nk_cell,12787,13.528496915963986
sample05835,94519,monocyte,21442,22.6853860070462
sample05836,94588,b_cell,9815,10.376580538757558
sample05836,94588,cd8_t_cell,21695,22.93631327441113
sample05836,94588,cd4_t_cell,24476,25.876432528439125
sample05836,94588,nk_cell,16638,17.58996912927644
sample05836,94588,monocyte,21964,23.220704529115743
sample05837,104788,b_cell,8873,8.467572622819407
sample05837,104788,cd8_t_cell,20146,19.225483834026797
sample05837,104788,cd4_t_cell,31649,30.20288582662137
sample05837,104788,nk_cell,25192,24.04092071611253
sample05837,104788,monocyte,18928,18.063137000419896
sample05838,108233,b_cell,11439,10.568865318340986
sample05838,108233,cd8_t_cell,21095,19.490358763038998
sample05838,108233,cd4_t_cell,50366,46.53479068306339
sample05838,108233,nk_cell,11660,10.773054428871047
sample05838,108233,monocyte,13673,12.632930806685577
sample05839,106266,b_cell,13687,12.879942785086481
sample05839,106266,cd8_t_cell,22547,21.217510774848023
sample05839,106266,cd4_t_cell,44010,41.41493986787872
sample05839,106266,nk_cell,12534,11.794929704703291
sample05839,106266,monocyte,13488,12.692676867483485
sample05840,95511,b_cell,6437,6.739537854278565
sample05840,95511,cd8_t_cell,25377,26.569714483148537
sample05840,95511,cd4_t_cell,33704,35.28808200102606
sample05840,95511,nk_cell,11344,11.877165980881783
sample05840,95511,monocyte,18649,19.525499680665053
sample05841,102420,b_cell,15550,15.1825815270455
sample05841,102420,cd8_t_cell,21733,21.21948838117555
sample05841,102420,cd4_t_cell,27526,26.875610232376488
sample05841,102420,nk_cell,14159,13.824448349931654
sample05841,102420,monocyte,23452,22.897871509470807
sample05842,105946,b_cell,11206,10.57708644026202
sample05842,105946,cd8_t_cell,26165,24.696543522171673
sample05842,105946,cd4_t_cell,34630,32.68646291506994
sample05842,105946,nk_cell,19207,18.12904687293527
sample05842,105946,monocyte,14738,13.910860249561097
sample05843,94652,b_cell,9886,10.44457592021299
sample05843,94652,cd8_t_cell,24051,25.409922664074717
sample05843,94652,cd4_t_cell,23084,24.388285509022523
sample05843,94652,nk_cell,17175,18.14541689557537
sample05843,94652,monocyte,20456,21.6117990111144
sample05844,104908,b_cell,8243,7.857360735120296
sample05844,104908,cd8_t_cell,28147,26.830175010485377
sample05844,104908,cd4_t_cell,39230,37.39466961528196
sample05844,104908,nk_cell,18971,18.083463606207342
sample05844,104908,monocyte,10317,9.834331032905022
sample05845,106200,b_cell,8876,8.357815442561206
sample05845,106200,cd8_t_cell,33199,31.260828625235405
sample05845,106200,cd4_t_cell,26979,25.403954802259886
sample05845,106200,nk_cell,8494,7.998116760828625
sample05845,106200,monocyte,28652,26.97928436911488
sample05846,108453,b_cell,7770,7.16439379270283
sample05846,108453,cd8_t_cell,34341,31.664407623578878
sample05846,108453,cd4_t_cell,26512,24.44561238508847
sample05846,108453,nk_cell,11871,10.945755304140965
sample05846,108453,monocyte,27959,25.779830894488857
sample05847,109419,b_cell,8641,7.897165940101811
sample05847,109419,cd8_t_cell,31575,28.856962684725687
sample05847,109419,cd4_t_cell,35591,32.52725760608304
sample05847,109419,nk_cell,14798,13.524159423866056
sample05847,109419,monocyte,18814,17.194454345223406
sample05848,96307,b_cell,12124,12.588908386721629
sample05848,96307,cd8_t_cell,22891,23.768781085487035
sample05848,96307,cd4_t_cell,24673,25.61911387541923
sample05848,96307,nk_cell,11322,11.756154796639912
sample05848,96307,monocyte,25297,26.267041855732188
sample05849,104431,b_cell,11263,10.785111700548688
sample05849,104431,cd8_t_cell,24356,23.322576629544866
sample05849,104431,cd4_t_cell,26990,25.84481619442503
sample05849,104431,nk_cell,14712,14.087770872633605
sample05849,104431,monocyte,27110,25.959724602847814
sample05850,105469,b_cell,15260,14.468706444547687
sample05850,105469,cd8_t_cell,24247,22.989693654059487
sample05850,105469,cd4_t_cell,32450,30.767334477429387
sample05850,105469,nk_cell,15167,14.380528875783405
sample05850,105469,monocyte,18345,17.393736548180033
sample05851,98046,b_cell,9707,9.900454888521715
sample05851,98046,cd8_t_cell,20507,20.91569263406972
sample05851,98046,cd4_t_cell,31470,32.097178875221836
sample05851,98046,nk_cell,10307,10.512412541052159
sample05851,98046,monocyte,26055,26.57426106113457
sample05852,108745,b_cell,3675,3.3794657225619567
sample05852,108745,cd8_t_cell,31830,29.27031127867948
sample05852,108745,cd4_t_cell,27985,25.734516529495608
sample05852,108745,nk_cell,19426,17.863809830337026
sample05852,108745,monocyte,25829,23.751896638925928
sample05853,105191,b_cell,14089,13.393731402876671
sample05853,105191,cd8_t_cell,24493,23.28431139546159
sample05853,105191,cd4_t_cell,26730,25.41091918510139
sample05853,105191,nk_cell,16165,15.367284273369394
sample05853,105191,monocyte,23714,22.54375374319096
sample05854,91859,b_cell,7661,8.339955801826713
sample05854,91859,cd8_t_cell,20114,21.89660240150666
sample05854,91859,cd4_t_cell,29246,31.837925516280386
sample05854,91859,nk_cell,12909,14.053059580443941
sample05854,91859,monocyte,21929,23.8724566999423
sample05855,96294,b_cell,6804,7.065860801296031
sample05855,96294,cd8_t_cell,27568,28.62899038361684
sample05855,96294,cd4_t_cell,26547,27.56869586890149
sample05855,96294,nk_cell,18184,18.883834922217375
sample05855,96294,monocyte,17191,17.852618023968265
sample05856,106197,b_cell,6788,6.391894309632099
sample05856,106197,cd8_t_cell,24578,23.14377995611929
sample05856,106197,cd4_t_cell,36117,34.009435294782335
sample05856,106197,nk_cell,10825,10.193319961957494
sample05856,106197,monocyte,27889,26.26157047750878
sample05857,99482,b_cell,8100,8.142176474136024
sample05857,99482,cd8_t_cell,24499,24.62656560985907
sample05857,99482,cd4_t_cell,29832,29.987334392151343
sample05857,99482,nk_cell,19198,19.297963450674494
sample05857,99482,monocyte,17853,17.945960073179066
sample05858,105471,b_cell,6975,6.613192251898626
sample05858,105471,cd8_t_cell,17292,16.395028017180078
sample05858,105471,cd4_t_cell,33600,31.857098159683705
sample05858,105471,nk_cell,23921,22.680168008267675
sample05858,105471,monocyte,23683,22.454513562969915
sample05859,95035,b_cell,8639,9.09033513968538
sample05859,95035,cd8_t_cell,25124,26.43657599831641
sample05859,95035,cd4_t_cell,22218,23.378755195454307
sample05859,95035,nk_cell,21208,22.31598884621455
sample05859,95035,monocyte,17846,18.77834482032935
sample05860,102411,b_cell,6657,6.500278290418022
sample05860,102411,cd8_t_cell,23690,23.132280712032887
sample05860,102411,cd4_t_cell,30124,29.414808956069173
sample05860,102411,nk_cell,13438,13.121637324115573
sample05860,102411,monocyte,28502,27.830994717364344
sample05861,95452,b_cell,5383,5.639483719565855
sample05861,95452,cd8_t_cell,22529,23.60243892218078
sample05861,95452,cd4_t_cell,34325,35.96048275573063
sample05861,95452,nk_cell,16547,17.335414658676612
sample05861,95452,monocyte,16668,17.46217994384612
sample05862,108331,b_cell,13580,12.53565461409938
sample05862,108331,cd8_t_cell,23847,22.013089512697196
sample05862,108331,cd4_t_cell,37671,34.77397974725609
sample05862,108331,nk_cell,11868,10.95531288366211
sample05862,108331,monocyte,21365,19.72196324228522
sample05863,100333,b_cell,11783,11.743892836853279
sample05863,100333,cd8_t_cell,23517,23.43894830215383
sample05863,100333,cd4_t_cell,26294,26.20673158382586
sample05863,100333,nk_cell,18229,18.168498898667437
sample05863,100333,monocyte,20510,20.441928378499597
sample05864,101316,b_cell,9033,8.915669785621224
sample05864,101316,cd8_t_cell,30370,29.975522128785187
sample05864,101316,cd4_t_cell,30731,30.33183307671049
sample05864,101316,nk_cell,10545,10.408030320975957
sample05864,101316,monocyte,20637,20.368944687907142
sample05865,89648,b_cell,6659,7.42794038907728
sample05865,89648,cd8_t_cell,25414,28.34865250758522
sample05865,89648,cd4_t_cell,24702,27.554435124040694
sample05865,89648,nk_cell,18043,20.126494734963412
sample05865,89648,monocyte,14830,16.542477244333394
sample05866,100046,b_cell,7972,7.968334566099594
sample05866,100046,cd8_t_cell,26586,26.573776063011014
sample05866,100046,cd4_t_cell,32241,32.226175959058835
sample05866,100046,nk_cell,14220,14.21346180756852
sample05866,100046,monocyte,19027,19.01825160426204
sample05867,95464,b_cell,5119,5.362230788569513
sample05867,95464,cd8_t_cell,25965,27.19873460152518
sample05867,95464,cd4_t_cell,23614,24.736026145981732
sample05867,95464,nk_cell,19911,20.857077013324396
sample05867,95464,monocyte,20855,21.845931450599178
sample05868,93678,b_cell,6977,7.447853284655949
sample05868,93678,cd8_t_cell,24988,26.674352569439996
sample05868,93678,cd4_t_cell,30505,32.56367556950405
sample05868,93678,nk_cell,10577,11.290804671320908
sample05868,93678,monocyte,20631,22.0233139050791
sample05869,104074,b_cell,5603,5.383669312220151
sample05869,104074,cd8_t_cell,35036,33.664507946269
sample05869,104074,cd4_t_cell,30346,29.15809904491035
sample05869,104074,nk_cell,19113,18.364817341507006
sample05869,104074,monocyte,13976,13.428906355093492
sample05870,92100,b_cell,7573,8.22258414766558
sample05870,92100,cd8_t_cell,22699,24.64603691639522
sample05870,92100,cd4_t_cell,29252,31.76112920738328
sample05870,92100,nk_cell,12894,14.0
sample05870,92100,monocyte,19682,21.37024972855592
sample05871,101487,b_cell,10632,10.476218628986963
sample05871,101487,cd8_t_cell,21273,20.96130538886754
sample05871,101487,cd4_t_cell,27439,27.03696039886882
sample05871,101487,nk_cell,23359,23.016741060431386
sample05871,101487,monocyte,18784,18.50877452284529
sample05872,93782,b_cell,12347,13.165639461730397
sample05872,93782,cd8_t_cell,27957,29.81062464012284
sample05872,93782,cd4_t_cell,30567,32.59367469237167
sample05872,93782,nk_cell,8031,8.563476999850717
sample05872,93782,monocyte,14880,15.866584205924378
sample05873,97292,b_cell,9933,10.209472515725857
sample05873,97292,cd8_t_cell,20036,20.593676766846194
sample05873,97292,cd4_t_cell,36897,37.923981416766026
sample05873,97292,nk_cell,15137,15.558319286272253
sample05873,97292,monocyte,15289,15.714550014389673
sample05874,109596,b_cell,10499,9.579729187196612
sample05874,109596,cd8_t_cell,29289,26.72451549326618
sample05874,109596,cd4_t_cell,31267,28.529325887806124
sample05874,109596,nk_cell,18201,16.60735793277127
sample05874,109596,monocyte,20340,18.559071498959817
sample05875,102256,b_cell,4209,4.116139884212173
sample05875,102256,cd8_t_cell,27943,27.326513847598186
